gvkey,company_name,sector,sector_name,avg_PE,avg_MB,PE_rank,PE_percentile,MB_rank,MB_percentile,market_cap,price,eps,data_source
24176,NATERA INC,35.0,Health Care,-282.82,10.636403692984045,154.0,3.3391153512575893,4554.0,98.74241110147442,19222.144119999997,141.41,-0.5,Q1 Only
38054,DRI HEALTHCARE TRUST,35.0,Health Care,-270.66666666666663,0.8529146973374425,155.0,3.3607979184735473,2107.0,45.685169124024284,457.24531999999994,8.12,-0.03,Q1 Only
39942,BRAZE INC,45.0,Information Technology,-270.4705882352941,4.9983903292544865,156.0,3.3824804856895057,4354.0,94.40589765828274,4779.666979999999,45.98,-0.17,Q1 Only
353742,LI-FT PWR LTD,15.0,Materials,-267.0,0.3793564961385542,157.0,3.4041630529054636,948.0,20.555073720728533,126.38445,2.67,-0.01,Q1 Only
38757,VIMEO INC,50.0,Communication Services,-263.0,0.9629508878748456,158.0,3.4258456201214225,2416.0,52.385082393755425,862.5137599999999,5.26,-0.02,Q1 Only
2829,R F INDUSTRIES LTD,45.0,Information Technology,-261.5,1.1734526970424115,159.0,3.447528187337381,2810.0,60.928013876843025,55.804100000000005,5.23,-0.02,Q1 Only
2536,LIVERAMP HOLDINGS INC,45.0,Information Technology,-261.4,1.039327648484839,160.0,3.469210754553339,2573.0,55.789245446660885,1709.9481000000003,26.14,-0.1,Q1 Only
1004,AAR CORP,20.0,Industrials,-260.08,1.166969353992515,161.0,3.4908933217692977,2799.0,60.68950563746748,2347.48208,65.02,-0.25,Q1 Only
14824,CINCINNATI FINANCIAL CORP,40.0,Financials,-259.15789473684214,0.5803904925421183,162.0,3.512575888985256,1334.0,28.924544666088465,23088.636,147.72,-0.57,Q1 Only
27670,PROTAGONIST THERAPEUTICS INC,35.0,Health Care,-254.52631578947367,3.2768920353791513,163.0,3.534258456201214,4107.0,89.05030355594103,2994.88644,48.36,-0.19,Q1 Only
32748,NEWMARK GROUP INC,60.0,Real Estate,-243.4,0.8586620000276416,164.0,3.5559410234171724,2124.0,46.05377276669558,2229.6657,12.17,-0.05,Q1 Only
144437,PDF SOLUTIONS INC,45.0,Information Technology,-238.875,1.9668753141251167,165.0,3.5776235906331313,3630.0,78.70771899392888,747.7743,19.11,-0.08,Q1 Only
177744,PROS HOLDINGS INC,45.0,Information Technology,-237.875,2.4659410430308153,166.0,3.5993061578490892,3870.0,83.91153512575889,909.57691,19.03,-0.08,Q1 Only
39156,TORRID HOLDINGS INC,25.0,Consumer Discretionary,-235.33333333333337,2.364505723311515,167.0,3.6209887250650477,3842.0,83.30442324371205,740.30454,7.06,-0.03,Q1 Only
138501,CERAGON NETWORKS LTD,45.0,Information Technology,-235.0,0.6378392392375044,168.0,3.6426712922810056,1470.0,31.873373807458805,207.72355,2.35,-0.01,Q1 Only
37338,SOTERA HEALTH CO,35.0,Health Care,-233.2,1.7272329095975891,169.0,3.6643538594969645,3451.0,74.82653946227234,3309.7493000000004,11.66,-0.05,Q1 Only
142956,OMNICELL INC,35.0,Health Care,-233.0666666666667,0.7479031731792681,170.0,3.686036426712923,1756.0,38.074588031222895,1637.66624,34.96,-0.15,Q1 Only
190355,AXOGEN INC,35.0,Health Care,-231.25,4.498073050748095,171.0,3.707718993928881,4309.0,93.43018213356461,841.9905,18.5,-0.08,Q1 Only
37148,MEDIAALPHA INC,50.0,Communication Services,-231.0,2.5549811444977353,172.0,3.7294015611448397,3900.0,84.56201214223765,516.47904,9.24,-0.04,Q1 Only
163889,ATRICURE INC,35.0,Health Care,-230.4285714285714,2.6607330920793535,173.0,3.751084128360798,3936.0,85.34258456201215,1596.64418,32.26,-0.14,Q1 Only
40501,SAVERS VALUE VILLAGE INC,25.0,Consumer Discretionary,-230.00000000000003,1.2381035699455891,174.0,3.772766695576756,2914.0,63.18300086730269,1089.2133,6.9,-0.03,Q1 Only
27644,BIOVENTUS INC,35.0,Health Care,-228.75,1.3730393801687557,175.0,3.7944492627927144,3083.0,66.84735472679965,606.01365,9.15,-0.04,Q1 Only
18630,RINGCENTRAL INC,45.0,Information Technology,-225.0909090909091,2.141542444434638,176.0,3.8161318300086733,3735.0,80.98438855160451,2239.59152,24.76,-0.11,Q1 Only
4094,DUN & BRADSTREET HOLDNGS INC,20.0,Industrials,-223.49999999999997,0.8374544882790165,177.0,3.8378143972246317,2057.0,44.601040763226365,3991.0395,8.94,-0.04,Q1 Only
6104,INTL PAPER CO,15.0,Materials,-222.29166666666669,0.9583202973183054,178.0,3.8594969644405897,2405.0,52.14657415437988,28158.129999999997,53.35,-0.24,Q1 Only
19988,MEDIWOUND LTD,35.0,Health Care,-221.7142857142857,2.09608438622928,179.0,3.8811795316565476,3706.0,80.35559410234173,167.50735999999998,15.52,-0.07,Q1 Only
25110,ICU MEDICAL INC,35.0,Health Care,-220.41269841269843,1.1301808854936732,180.0,3.902862098872507,2724.0,59.0633130962706,3417.4834600000004,138.86,-0.63,Q1 Only
27393,HILTON GRAND VACATIONS,25.0,Consumer Discretionary,-220.05882352941177,0.8447516710492832,181.0,3.924544666088465,2079.0,45.07805724197745,3495.7774499999996,37.41,-0.17,Q1 Only
4275,ELECTRO-SENSORS INC,45.0,Information Technology,-219.49999999999997,0.3425102744266205,182.0,3.9462272333044233,897.0,19.44926279271466,15.141109999999998,4.39,-0.02,Q1 Only
10198,SUPERIOR GROUP OF COS INC,25.0,Consumer Discretionary,-218.8,0.6518904161587257,183.0,3.967909800520382,1511.0,32.7623590633131,177.70935999999998,10.94,-0.05,Q1 Only
33110,STEPSTONE GROUP INC,40.0,Financials,-217.625,0.8943720519337133,184.0,3.98959236773634,2228.0,48.308759757155244,4009.22703,52.23,-0.24,Q1 Only
14403,DYNEX CAPITAL INC,40.0,Financials,-217.0,0.8820166026227563,185.0,4.011274934952298,2199.0,47.67996530789245,1330.98252,13.02,-0.06,Q1 Only
35852,ADAPTHEALTH CORP,35.0,Health Care,-216.8,0.7915488839059347,186.0,4.032957502168257,1902.0,41.240242844752814,1462.76044,10.84,-0.05,Q1 Only
33997,ETON PHARMACEUTICALS,35.0,Health Care,-216.33333333333337,4.294002760853009,187.0,4.054640069384216,4283.0,92.8664353859497,348.09764,12.98,-0.06,Q1 Only
14394,WILMINGTON CAP MGMT  -CL A,40.0,Financials,-215.0,-0.2064905086494853,188.0,4.076322636600174,104.0,2.2549869904596704,26.8664,2.15,-0.01,Q1 Only
271357,SUMMIT THERAPEUTICS INC,35.0,Health Care,-214.33333333333337,36.3461568383261,189.0,4.098005203816132,4595.0,99.63139635732871,14305.63761,19.29,-0.09,Q1 Only
50619,FRONTVIEW REIT INC,60.0,Real Estate,-213.16666666666663,0.6168264533853757,190.0,4.11968777103209,1407.0,30.50737207285343,224.0808,12.79,-0.06,Q1 Only
26749,HERC HOLDINGS INC,20.0,Industrials,-213.12698412698415,1.1455801427644383,191.0,4.1413703382480485,2759.0,59.82220294882914,3826.695,134.27,-0.63,Q1 Only
36711,NCINO INC,45.0,Information Technology,-212.56249999999997,2.521734900001925,192.0,4.163052905464007,3883.0,84.19340849956635,3945.05797,34.01,-0.16,Q1 Only
24440,PROASSURANCE CORP,40.0,Financials,-212.27272727272728,0.1810044480476002,193.0,4.184735472679965,702.0,15.221162185602774,1197.6682,23.35,-0.11,Q1 Only
39685,AVIDXCHANGE HOLDINGS INC,40.0,Financials,-212.0,0.7201477846609402,194.0,4.206418039895923,1681.0,36.44839549002602,1748.5336,8.48,-0.04,Q1 Only
104432,NORWEGIAN CRUISE LINE HLDGS,25.0,Consumer Discretionary,-210.66666666666669,1.0783180002306791,195.0,4.228100607111882,2639.0,57.22029488291413,8407.60344,18.96,-0.09,Q1 Only
14891,MGP INGREDIENTS INC,30.0,Consumer Staples,-209.85714285714283,0.6636643975266325,196.0,4.24978317432784,1541.0,33.412836079791845,624.9126,29.38,-0.14,Q1 Only
35793,ALPINE INCOME PROPERTY TRUST,60.0,Real Estate,-208.99999999999997,0.9264912874171488,197.0,4.271465741543799,2323.0,50.368603642671296,241.08568,16.72,-0.08,Q1 Only
24426,XPENG INC,25.0,Consumer Discretionary,-207.2,1.3740221134473405,198.0,4.293148308759758,3086.0,66.91240242844752,19664.44032,20.72,-0.1,Q1 Only
32285,ECOVYST INC,15.0,Materials,-206.66666666666669,0.8353740118483067,199.0,4.314830875975716,2045.0,44.34084995663486,727.7932,6.2,-0.03,Q1 Only
17151,WESBANCO INC,40.0,Financials,-206.4,0.1406211608819269,200.0,4.336513443191674,622.0,13.486556808326105,2962.00512,30.96,-0.15,Q1 Only
38832,MARQETA INC,40.0,Financials,-206.0,0.7328583082585042,201.0,4.358196010407632,1708.0,37.0338248048569,1981.62936,4.12,-0.02,Q1 Only
21834,MAMMOTH ENERGY SERVICES INC,10.0,Energy,-204.0,0.0931820683096748,202.0,4.3798785776235905,478.0,10.364267129228102,98.17908,2.04,-0.01,Q1 Only
37198,REAL BROKERAGE INC (THE),60.0,Real Estate,-202.99999999999997,7.639541282577099,203.0,4.401561144839549,4496.0,97.48482220294883,832.9414799999998,4.06,-0.02,Q1 Only
9919,THE SHYFT GROUP INC,20.0,Industrials,-202.25,0.7900409407950327,204.0,4.423243712055507,1893.0,41.045099739809196,283.18235999999996,8.09,-0.04,Q1 Only
39309,STAGWELL INC,50.0,Communication Services,-201.66666666666663,0.5769054433633978,205.0,4.444926279271465,1324.0,28.707718993928882,689.0587,6.05,-0.03,Q1 Only
16453,NEOGEN CORP,35.0,Health Care,-201.0,0.7300266627951687,206.0,4.466608846487424,1701.0,36.88204683434519,2181.2319,10.05,-0.05,Q1 Only
35423,KURA SUSHI USA INC,25.0,Consumer Discretionary,-200.6451612903226,2.0174792627177296,207.0,4.488291413703383,3658.0,79.31483087597572,751.6870000000001,62.2,-0.31,Q1 Only
36945,JFROG LTD,45.0,Information Technology,-200.0,2.693168913770542,208.0,4.509973980919341,3944.0,85.51604509973981,3666.016,32.0,-0.16,Q1 Only
22000,WORKIVA INC,45.0,Information Technology,-199.7631578947368,3.292022496316578,209.0,4.5316565481353,4110.0,89.1153512575889,4232.21023,75.91,-0.38,Q1 Only
25893,SITEONE LANDSCAPE SUPPLY INC,20.0,Industrials,-199.08196721311475,1.9839884605941565,210.0,4.553339115351258,3639.0,78.9028620988725,5458.728,121.44,-0.61,Q1 Only
3946,DIEBOLD NIXDORF INC,45.0,Information Technology,-198.72727272727272,0.6523130185348631,211.0,4.575021682567216,1514.0,32.82740676496097,1637.92608,43.72,-0.22,Q1 Only
38754,BOWMAN CONSLTG GRP LTD,20.0,Industrials,-198.45454545454544,0.9929299346192616,212.0,4.5967042497831745,2478.0,53.72940156114484,378.46671,21.83,-0.11,Q1 Only
36463,ALIGHT INC,20.0,Industrials,-197.66666666666663,0.6419801718690762,213.0,4.618386816999133,1482.0,32.1335646140503,3153.9891,5.93,-0.03,Q1 Only
33668,BLOOM ENERGY CORP,20.0,Industrials,-196.6,2.026504970889392,214.0,4.640069384215091,3663.0,79.42324371205551,4560.51054,19.66,-0.1,Q1 Only
30651,DARLING INGREDIENTS INC,30.0,Consumer Staples,-195.25,0.8934564415244234,215.0,4.661751951431049,2224.0,48.22202948829141,4940.79344,31.24,-0.16,Q1 Only
264416,ULTRA CLEAN HOLDINGS INC,45.0,Information Technology,-194.63636363636363,0.6845007932310947,216.0,4.683434518647007,1592.0,34.518647007805725,965.591,21.41,-0.11,Q1 Only
17228,TALOS ENERGY INC,10.0,Energy,-194.4,0.4727177942671623,217.0,4.705117085862966,1107.0,24.002601908065916,1734.5826000000002,9.72,-0.05,Q1 Only
64334,VERICEL CORP,35.0,Health Care,-193.99999999999997,5.235149074276886,218.0,4.726799653078925,4385.0,95.07805724197745,2242.24424,44.62,-0.23,Q1 Only
154653,INNERGEX RENEWABLE ENRGY INC,55.0,Utilities,-193.28571428571425,0.8988746250171191,219.0,4.748482220294883,2239.0,48.54726799653079,2748.28125,13.53,-0.07,Q1 Only
29517,MEDIFAST INC,30.0,Consumer Staples,-192.57142857142856,-0.0065151726182185,220.0,4.770164787510842,214.0,4.640069384215091,148.15868,13.48,-0.07,Q1 Only
65290,SL GREEN REALTY CORP,60.0,Real Estate,-192.33333333333337,0.8715636473135605,221.0,4.7918473547268,2173.0,47.11621856027754,4097.623200000001,57.7,-0.3,Q1 Only
38491,KALTURA INC,45.0,Information Technology,-187.99999999999997,1.5747309575342308,222.0,4.813529921942758,3311.0,71.79098005203815,289.98436000000004,1.88,-0.01,Q1 Only
106112,NEW GOLD INC,15.0,Materials,-185.5,1.522695897847432,223.0,4.8352124891587165,3251.0,70.49002601908066,2935.97899,3.71,-0.02,Q1 Only
33759,TENABLE HOLDINGS INC,45.0,Information Technology,-184.1052631578947,2.458668227072049,224.0,4.856895056374675,3868.0,83.86816999132697,4204.665959999999,34.98,-0.19,Q1 Only
7526,QUIDELORTHO CORP,35.0,Health Care,-184.05263157894737,0.762593630060666,225.0,4.878577623590633,1807.0,39.180398959236776,2360.475,34.97,-0.19,Q1 Only
37997,OPAL FUELS INC,10.0,Energy,-184.0,0.3625089188550868,226.0,4.91110147441457,926.0,20.07805724197745,53.30848,1.84,-0.01,Q1 Only
42070,LITHIUM ROYALTY CORP,15.0,Materials,-184.0,1.1427595384218157,226.0,4.91110147441457,2755.0,59.735472679965305,204.6264,3.68,-0.02,Q1 Only
12266,WERNER ENTERPRISES INC,20.0,Industrials,-183.125,0.8207745536887663,228.0,4.943625325238508,1994.0,43.23503902862099,1814.4025,29.3,-0.16,Q1 Only
135788,CEVA INC,45.0,Information Technology,-182.92857142857144,1.4805176601901344,229.0,4.965307892454467,3216.0,69.7311361665221,612.4631499999999,25.61,-0.14,Q1 Only
37453,ROBLOX CORP,50.0,Communication Services,-182.15625,5.175176044171364,230.0,4.986990459670425,4378.0,94.92627927146575,39506.0475,58.29,-0.32,Q1 Only
28309,ECN CAPITAL CORP,40.0,Financials,-182.0,1.141957890181089,231.0,5.008673026886384,2754.0,59.71379011274935,512.18258,1.82,-0.01,Q1 Only
177887,MARIMACA COPPER CORP,15.0,Materials,-181.125,3.2011771658196433,232.0,5.030355594102342,4093.0,88.74674761491761,366.48108,3.6225,-0.02,Q1 Only
27215,F&G ANNUITIES & LIFE INC,40.0,Financials,-180.24999999999997,0.0301588208892474,233.0,5.0520381613183,289.0,6.2662619254119685,4856.187349999999,36.05,-0.2,Q1 Only
23650,SHOPIFY INC,45.0,Information Technology,-180.1509433962264,8.915604695522388,234.0,5.0737207285342585,4525.0,98.11361665221162,123845.10292,95.48,-0.53,Q1 Only
176670,ACCURAY INC,35.0,Health Care,-179.0,0.6485466176327869,235.0,5.095403295750217,1501.0,32.54553339115351,178.55429,1.79,-0.01,Q1 Only
140073,INTEGER HOLDINGS CORP,35.0,Health Care,-178.8030303030303,1.6497140282190363,236.0,5.117085862966175,3373.0,73.13529921942758,4117.3689,118.01,-0.66,Q1 Only
264393,INNOVATIVE FOOD HOLDINGS,30.0,Consumer Staples,-177.4,4.1515331795035015,237.0,5.138768430182133,4264.0,92.45446660884649,95.772938,1.774,-0.01,Q1 Only
37824,VIANT TECHNOLOGY INC,45.0,Information Technology,-177.28571428571428,0.1389684802859207,238.0,5.160450997398092,619.0,13.421509106678231,203.71015,12.41,-0.07,Q1 Only
39182,N-ABLE INC,45.0,Information Technology,-177.25,1.1955157879321965,239.0,5.182133564614051,2846.0,61.70858629661752,1340.4354,7.09,-0.04,Q1 Only
199356,TRIPADVISOR INC,50.0,Communication Services,-177.125,0.7672007220609577,240.0,5.203816131830009,1819.0,39.44058976582828,2009.4051899999995,14.17,-0.08,Q1 Only
160598,BEACON ROOFING SUPPLY INC,20.0,Industrials,-176.71428571428572,1.5310152346462265,241.0,5.225498699045967,3266.0,70.81526452732004,7644.66,123.7,-0.7,Q1 Only
1562,LOGILITY SPPLY CHAIN SOL INC,45.0,Information Technology,-176.5,2.201218974902478,242.0,5.247181266261925,3759.0,81.50477016478752,475.97108,14.12,-0.08,Q1 Only
39561,JACKSON FINANCIAL INC,40.0,Financials,-174.54166666666669,0.0176685400360032,243.0,5.268863833477884,262.0,5.680832610581093,6022.022620000001,83.78,-0.48,Q1 Only
37407,MP MATERIALS CORP,15.0,Materials,-174.35714285714283,1.7578301896353403,244.0,5.2905464006938425,3475.0,75.34692107545533,3989.71686,24.41,-0.14,Q1 Only
29191,ICHOR HOLDINGS LTD,45.0,Information Technology,-173.9230769230769,0.8263542493490547,245.0,5.3122289679098005,2013.0,43.6470078057242,771.29493,22.61,-0.13,Q1 Only
23243,KORNIT DIGITAL LTD,20.0,Industrials,-173.45454545454544,0.564940910904982,246.0,5.333911535125759,1299.0,28.165654813529923,878.6530799999999,19.08,-0.11,Q1 Only
36722,ROCKET COS INC,40.0,Financials,-172.42857142857142,0.4920403556676466,247.0,5.355594102341717,1138.0,24.674761491760623,1812.3105,12.07,-0.07,Q1 Only
32213,AMAROQ MINERALS LTD,15.0,Materials,-169.0,2.719218803927403,248.0,5.377276669557675,3955.0,85.75455333911535,672.16708,1.69,-0.01,Q1 Only
28194,AVIENT CORP,15.0,Materials,-168.9090909090909,0.8615546324339206,249.0,5.398959236773634,2136.0,46.313963573287076,3401.3662799999997,37.16,-0.22,Q1 Only
9466,SCHOLASTIC CORP,50.0,Communication Services,-168.3846153846154,0.4583472900627136,250.0,5.420641803989593,1078.0,23.37380745880312,584.1565400000001,21.89,-0.13,Q1 Only
39317,TRAEGER INC,25.0,Consumer Discretionary,-168.0,0.800971996124031,251.0,5.442324371205551,1926.0,41.76062445793582,219.80448,1.68,-0.01,Q1 Only
27965,MICROCHIP TECHNOLOGY INC,45.0,Information Technology,-166.93103448275863,2.0220499427627385,252.0,5.464006938421509,3660.0,79.35819601040764,26078.70905,48.41,-0.29,Q1 Only
186993,SURO CAPITAL CORP,40.0,Financials,-165.66666666666666,0.7535490164762353,253.0,5.485689505637467,1778.0,38.55160450997398,117.05344,4.97,-0.03,Q1 Only
45220,VIKING HOLDINGS LTD,25.0,Consumer Discretionary,-165.625,1.90354499941749,254.0,5.507372072853426,3591.0,77.86209887250651,17614.93425,39.75,-0.24,Q1 Only
38853,DENTALCORP HOLDINGS LTD,35.0,Health Care,-165.59999999999997,0.8682997243563427,255.0,5.5290546400693845,2164.0,46.92107545533391,1637.77572,8.28,-0.05,Q1 Only
174152,NFI GROUP INC,20.0,Industrials,-164.20000000000002,0.6981289320992935,256.0,5.5507372072853425,1628.0,35.299219427580226,977.4087100000002,8.21,-0.05,Q1 Only
1783,ARTS WAY MFG INC,20.0,Industrials,-164.0,0.6340242799333492,257.0,5.572419774501301,1459.0,31.63486556808326,8.34268,1.64,-0.01,Q1 Only
34030,HF FOODS GROUP INC,30.0,Consumer Staples,-163.33333333333334,0.8088548594998711,258.0,5.594102341717259,1953.0,42.346053772766695,258.4162,4.9,-0.03,Q1 Only
19753,MAGNITE INC,50.0,Communication Services,-163.0,0.673392840184697,259.0,5.615784908933217,1566.0,33.954900260190804,1614.24116,11.41,-0.07,Q1 Only
7116,MATTEL INC,25.0,Consumer Discretionary,-161.91666666666666,1.2423376363905878,260.0,5.637467476149176,2923.0,63.37814397224631,6273.946999999999,19.43,-0.12,Q1 Only
15420,AMBARELLA INC,45.0,Information Technology,-159.83333333333334,4.317284808583272,261.0,5.659150043365135,4287.0,92.95316565481353,3219.47808,76.72,-0.48,Q1 Only
21904,PANGAEA LOGISTICS SOLUTIONS,20.0,Industrials,-158.66666666666666,0.6892574094025091,262.0,5.680832610581093,1610.0,34.908933217692976,312.36071999999996,4.76,-0.03,Q1 Only
40276,ARIZONA SONORAN COPP COM INC,15.0,Materials,-157.7,1.3991425782462628,263.0,5.702515177797051,3118.0,67.6062445793582,234.211309,1.577,-0.01,Q1 Only
39800,IONQ INC,45.0,Information Technology,-157.64285714285714,5.639046518303114,264.0,5.724197745013009,4412.0,95.66348655680834,5364.53283,22.07,-0.14,Q1 Only
6497,KOSS CORP,25.0,Consumer Discretionary,-157.33333333333334,0.9065290364094588,265.0,5.745880312228968,2260.0,49.00260190806591,44.25471999999999,4.72,-0.03,Q1 Only
26305,LAUREATE EDUCATION INC,25.0,Consumer Discretionary,-157.3076923076923,1.8084148412042804,266.0,5.7675628794449265,3517.0,76.25758889852558,3043.1645,20.45,-0.13,Q1 Only
27463,INLAND REAL ESTATE INCOME TR,60.0,Real Estate,-156.85714285714286,0.9779975166638742,267.0,5.7892454466608845,2450.0,53.122289679098,396.42192,10.98,-0.07,Q1 Only
186392,UNITED PARKS & RESORTS INC,25.0,Consumer Discretionary,-156.75862068965515,1.860387676686108,268.0,5.810928013876843,3547.0,76.90806591500433,2498.75436,45.46,-0.29,Q1 Only
63005,AVADEL PHARMACEUTICALS PLC,35.0,Health Care,-156.6,4.3379690263115585,269.0,5.832610581092801,4290.0,93.01821335646142,756.62856,7.83,-0.05,Q1 Only
38374,ACV AUCTIONS INC,20.0,Industrials,-156.55555555555557,1.9675541312061815,270.0,5.85429314830876,3631.0,78.72940156114484,2402.40136,14.09,-0.09,Q1 Only
186159,SUPERNUS PHARMACEUTICALS INC,35.0,Health Care,-155.95238095238096,1.0408707479458763,271.0,5.875975715524718,2576.0,55.85429314830876,1833.63975,32.75,-0.21,Q1 Only
34955,PAGERDUTY INC,45.0,Information Technology,-154.33333333333334,1.7035922378260393,272.0,5.897658282740677,3431.0,74.39288811795318,1686.85716,18.52,-0.12,Q1 Only
339965,SNOWFLAKE INC,45.0,Information Technology,-153.4895466290815,6.434783144638866,273.0,5.919340849956635,4458.0,96.66088464874241,53248.12885,159.49,-1.29,Both (Averaged)
22583,GMS INC,20.0,Industrials,-153.34545454545454,1.2978104030649855,274.0,5.941023417172593,2985.0,64.72246313963574,3245.9935800000003,84.34,-0.55,Q1 Only
50290,ONESTREAM INC,45.0,Information Technology,-152.42857142857142,3.6683113271503873,275.0,5.962705984388552,4182.0,90.6764960971379,3757.3338,21.34,-0.14,Q1 Only
143909,FENNEC PHARMACEUTICALS INC,35.0,Health Care,-152.25,3.5498450531215653,276.0,5.9843885516045106,4161.0,90.22116218560278,168.04746,6.09,-0.04,Q1 Only
16775,CITIZENS INC,40.0,Financials,-151.66666666666666,0.1052670243989557,277.0,6.0060711188204685,517.0,11.209887250650477,227.08595,4.55,-0.03,Q1 Only
35794,SITIME CORP,45.0,Information Technology,-151.35643564356437,3.707575509829665,278.0,6.0277536860364265,4190.0,90.84995663486556,3626.38214,152.87,-1.01,Q1 Only
39386,ARDAGH METAL PACKAGING S A,15.0,Materials,-151.0,1.0580417219798977,279.0,6.049436253252384,2608.0,56.548135299219425,1805.054,3.02,-0.02,Q1 Only
35375,MIRUM PHARMACEUTICALS INC,35.0,Health Care,-150.16666666666666,3.2847026055965634,280.0,6.071118820468343,4109.0,89.09366869037294,2227.76755,45.05,-0.3,Q1 Only
35832,EHANG HOLDINGS LIMITED,20.0,Industrials,-149.2142857142857,6.306349529439499,281.0,6.092801387684302,4452.0,96.53078924544666,1502.5550300000002,20.89,-0.14,Q1 Only
39503,ROCKET LAB CORP,20.0,Industrials,-149.0,6.610310405084412,282.0,6.11448395490026,4466.0,96.83434518647009,8234.47308,17.88,-0.12,Q1 Only
32799,NEO PERFORMANCE MATERLAS INC,15.0,Materials,-148.75,0.3974952063098004,283.0,6.136166522116219,974.0,21.11882046834345,248.8528,5.95,-0.04,Q1 Only
245918,INTL GAME TECHNOLOGY PLC,25.0,Consumer Discretionary,-147.81818181818184,0.8074970986460348,284.0,6.157849089332177,1946.0,42.194275802254985,3284.5200000000004,16.26,-0.11,Q1 Only
34025,BELITE BIO INC -ADR,35.0,Health Care,-147.15555555555554,12.166368657925346,285.0,6.179531656548135,4563.0,98.93755420641804,2155.1299,66.22,-0.45,Q1 Only
23086,NEXPOINT RESIDENTIAL TR INC,60.0,Real Estate,-146.4074074074074,1.2844927322893394,286.0,6.201214223764094,2966.0,64.31049436253252,1010.82163,39.53,-0.27,Q1 Only
116209,USIO INC,40.0,Financials,-146.0,0.3072694763729246,287.0,6.2228967909800526,851.0,18.451864700780575,38.73088,1.46,-0.01,Q1 Only
185940,G2 GOLDFIELDS INC,15.0,Materials,-145.5,6.2072221136940815,288.0,6.2445793581960105,4447.0,96.42237640936688,699.81717,2.91,-0.02,Q1 Only
64517,ENTREE RESOURCES LTD,15.0,Materials,-144.0,43.03969406202197,289.0,6.2771032090199474,4597.0,99.67476149176062,298.65744,1.44,-0.01,Q1 Only
37778,GOLD ROYALTY CORP,15.0,Materials,-144.0,0.3972477847878857,289.0,6.2771032090199474,973.0,21.097137901127493,245.50128,1.44,-0.01,Q1 Only
166676,CROMBIE REIT,60.0,Real Estate,-142.5,1.1367396490841073,291.0,6.309627059843885,2736.0,59.32350390286209,2632.2885,14.25,-0.1,Q1 Only
1949,BRT APARTMENTS CORP,60.0,Real Estate,-141.66666666666669,1.0847206970179553,292.0,6.331309627059845,2654.0,57.54553339115351,305.881,17.0,-0.12,Q1 Only
31457,SOUNDTHINKING INC,45.0,Information Technology,-141.25,1.530799140188836,293.0,6.352992194275803,3264.0,70.77189939288812,214.6887,16.95,-0.12,Q1 Only
32098,CONCRETE PUMPING HOLDINGS,20.0,Industrials,-141.00000000000003,0.8846477048040006,294.0,6.38551604509974,2201.0,47.72333044232437,449.62362,8.46,-0.06,Q1 Only
30637,VERIS RESIDENTIAL INC,60.0,Real Estate,-141.00000000000003,1.0944239021023705,294.0,6.38551604509974,2669.0,57.87077189939289,1578.83904,16.92,-0.12,Q1 Only
31266,REAL MATTERS INC,60.0,Real Estate,-140.0,2.1009622559993715,296.0,6.418039895923677,3714.0,80.52905464006939,310.884,4.2,-0.03,Q1 Only
18875,EXP WORLD HOLDINGS INC,60.0,Real Estate,-139.7142857142857,3.086648217117235,297.0,6.439722463139636,4066.0,88.16131830008673,1527.33282,9.78,-0.07,Q1 Only
38881,TRUMP MEDIA & TECHNO GRP CRP,50.0,Communication Services,-139.57142857142856,3.879602205639899,298.0,6.461405030355594,4222.0,91.54379878577623,4310.973419999999,19.54,-0.14,Q1 Only
38785,TANTALUS SYS HOLD INC,45.0,Information Technology,-139.2,1.5372608418947178,299.0,6.483087597571552,3277.0,71.05377276669557,71.039328,1.392,-0.01,Q1 Only
135484,FRONTIER COMMUNIC PARENT INC,50.0,Communication Services,-137.9230769230769,0.9578478495549811,300.0,6.504770164787511,2404.0,52.12489158716392,8973.10436,35.86,-0.26,Q1 Only
20525,AIRBOSS OF AMERICA CORP,15.0,Materials,-137.54999999999998,0.5544554298925078,301.0,6.526452732003469,1266.0,27.450130095403296,74.63738099999999,2.751,-0.02,Q1 Only
37839,SUNCAR TECHNOLOGY GROUP INC,25.0,Consumer Discretionary,-137.33333333333334,1.6717561379350228,302.0,6.548135299219428,3392.0,73.54726799653079,422.88916,4.12,-0.03,Q1 Only
164086,CIMPRESS PLC,20.0,Industrials,-137.06060606060603,1.4073560199668211,303.0,6.569817866435386,3131.0,67.88811795316565,1124.9153299999998,45.23,-0.33,Q1 Only
13381,DESTINATION XL GROUP INC,25.0,Consumer Discretionary,-136.0,0.7394689661508578,304.0,6.591500433651344,1729.0,37.48915871639202,145.5064,2.72,-0.02,Q1 Only
38708,ZETA GLOBAL HOLDINGS CORP,45.0,Information Technology,-135.6,2.7993919627792363,305.0,6.613183000867302,3984.0,86.38334778837815,3201.0007200000005,13.56,-0.1,Q1 Only
185396,SUMMIT HOTEL PROPERTIES INC,60.0,Real Estate,-135.25,0.6878658231229501,306.0,6.634865568083261,1607.0,34.8438855160451,607.1210199999999,5.41,-0.04,Q1 Only
20475,GUARDIAN CAP GRP LTD  -CL A,40.0,Financials,-134.26666666666668,0.4381460629508238,307.0,6.65654813529922,1045.0,22.658282740676498,938.84624,40.28,-0.3,Q1 Only
